ParkName,UnitCode,ParkType,Region,TrafficCounter,ReportingDate,TrafficCount
Redwood NP,REDW,National Park,Pacific West,TRAFFIC COUNT AT REDWOOD CREEK TRAIL,31JUL2016,3654
Redwood NP,REDW,National Park,Pacific West,TRAFFIC COUNT AT REDWOOD CREEK TRAIL,31AUG2016,1210
Redwood NP,REDW,National Park,Pacific West,TRAFFIC COUNT AT REDWOOD CREEK TRAIL,30SEP2016,1969
Redwood NP,REDW,National Park,Pacific West,TRAFFIC COUNT AT REDWOOD CREEK TRAIL,31OCT2016,3241
Redwood NP,REDW,National Park,Pacific West,TRAFFIC COUNT AT REDWOOD CREEK TRAIL,30NOV2016,1830
Redwood NP,REDW,National Park,Pacific West,TRAFFIC COUNT AT REDWOOD CREEK TRAIL,31DEC2016,1350
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,(WEST BOUNDARY HWY 20) TRAFFIC COUNT ENTERING THE PARK,31JAN2016,1904
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,(WEST BOUNDARY HWY 20) TRAFFIC COUNT ENTERING THE PARK,29FEB2016,2500
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,(WEST BOUNDARY HWY 20) TRAFFIC COUNT ENTERING THE PARK,31MAR2016,2500
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,(WEST BOUNDARY HWY 20) TRAFFIC COUNT ENTERING THE PARK,30APR2016,7000
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,(WEST BOUNDARY HWY 20) TRAFFIC COUNT ENTERING THE PARK,31MAY2016,20000
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,(WEST BOUNDARY HWY 20) TRAFFIC COUNT ENTERING THE PARK,30JUN2016,43681
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,(WEST BOUNDARY HWY 20) TRAFFIC COUNT ENTERING THE PARK,31JUL2016,32717
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,(WEST BOUNDARY HWY 20) TRAFFIC COUNT ENTERING THE PARK,31AUG2016,52727
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,(WEST BOUNDARY HWY 20) TRAFFIC COUNT ENTERING THE PARK,30SEP2016,79595
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,(WEST BOUNDARY HWY 20) TRAFFIC COUNT ENTERING THE PARK,31OCT2016,8556
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,(WEST BOUNDARY HWY 20) TRAFFIC COUNT ENTERING THE PARK,30NOV2016,6000
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,(WEST BOUNDARY HWY 20) TRAFFIC COUNT ENTERING THE PARK,31DEC2016,2500
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT DIABLO LAKE OVERLOOK,31JAN2016,224
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT DIABLO LAKE OVERLOOK,29FEB2016,200
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT DIABLO LAKE OVERLOOK,31MAR2016,400
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT DIABLO LAKE OVERLOOK,30APR2016,4218
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT DIABLO LAKE OVERLOOK,31MAY2016,5631
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT DIABLO LAKE OVERLOOK,30JUN2016,15677
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT DIABLO LAKE OVERLOOK,31JUL2016,12000
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT DIABLO LAKE OVERLOOK,31AUG2016,23059
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT DIABLO LAKE OVERLOOK,30SEP2016,11951
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT DIABLO LAKE OVERLOOK,31OCT2016,5825
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT DIABLO LAKE OVERLOOK,30NOV2016,364
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT DIABLO LAKE OVERLOOK,31DEC2016,173
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT HOZOMEEN ROAD,31JAN2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT HOZOMEEN ROAD,29FEB2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT HOZOMEEN ROAD,31MAR2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT HOZOMEEN ROAD,30APR2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT HOZOMEEN ROAD,31MAY2016,40
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT HOZOMEEN ROAD,30JUN2016,300
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT HOZOMEEN ROAD,31JUL2016,1342
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT HOZOMEEN ROAD,31AUG2016,1013
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT HOZOMEEN ROAD,30SEP2016,500
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT HOZOMEEN ROAD,31OCT2016,200
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT HOZOMEEN ROAD,30NOV2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT HOZOMEEN ROAD,31DEC2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH COLONIAL CREEK CAMPGROUND,31JAN2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH COLONIAL CREEK CAMPGROUND,29FEB2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH COLONIAL CREEK CAMPGROUND,31MAR2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH COLONIAL CREEK CAMPGROUND,30APR2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH COLONIAL CREEK CAMPGROUND,31MAY2016,70
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH COLONIAL CREEK CAMPGROUND,30JUN2016,2000
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH COLONIAL CREEK CAMPGROUND,31JUL2016,4000
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH COLONIAL CREEK CAMPGROUND,31AUG2016,3000
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH COLONIAL CREEK CAMPGROUND,30SEP2016,637
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH COLONIAL CREEK CAMPGROUND,31OCT2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH COLONIAL CREEK CAMPGROUND,30NOV2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH COLONIAL CREEK CAMPGROUND,31DEC2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOUTH COLONIAL CREEK CAMPGROUND,31JAN2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOUTH COLONIAL CREEK CAMPGROUND,29FEB2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOUTH COLONIAL CREEK CAMPGROUND,31MAR2016,200
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOUTH COLONIAL CREEK CAMPGROUND,30APR2016,1288
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOUTH COLONIAL CREEK CAMPGROUND,31MAY2016,1066
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOUTH COLONIAL CREEK CAMPGROUND,30JUN2016,4596
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOUTH COLONIAL CREEK CAMPGROUND,31JUL2016,15171
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOUTH COLONIAL CREEK CAMPGROUND,31AUG2016,10000
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOUTH COLONIAL CREEK CAMPGROUND,30SEP2016,2500
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOUTH COLONIAL CREEK CAMPGROUND,31OCT2016,135
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOUTH COLONIAL CREEK CAMPGROUND,30NOV2016,50
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOUTH COLONIAL CREEK CAMPGROUND,31DEC2016,20
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT THORNTON CREEK ROAD,31JAN2016,67
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT THORNTON CREEK ROAD,29FEB2016,150
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT THORNTON CREEK ROAD,31MAR2016,120
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT THORNTON CREEK ROAD,30APR2016,244
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT THORNTON CREEK ROAD,31MAY2016,149
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT THORNTON CREEK ROAD,30JUN2016,778
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT THORNTON CREEK ROAD,31JUL2016,570
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT THORNTON CREEK ROAD,31AUG2016,886
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT THORNTON CREEK ROAD,30SEP2016,487
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT THORNTON CREEK ROAD,31OCT2016,371
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT THORNTON CREEK ROAD,30NOV2016,88
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT THORNTON CREEK ROAD,31DEC2016,99
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT UPPER GOODELL CAMPGROUND,31JAN2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT UPPER GOODELL CAMPGROUND,29FEB2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT UPPER GOODELL CAMPGROUND,31MAR2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT UPPER GOODELL CAMPGROUND,30APR2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT UPPER GOODELL CAMPGROUND,31MAY2016,0
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT UPPER GOODELL CAMPGROUND,30JUN2016,250
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT UPPER GOODELL CAMPGROUND,31JUL2016,350
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT UPPER GOODELL CAMPGROUND,31AUG2016,842
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT UPPER GOODELL CAMPGROUND,30SEP2016,241
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT UPPER GOODELL CAMPGROUND,31OCT2016,368
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT UPPER GOODELL CAMPGROUND,30NOV2016,66
Ross Lake NRA,ROLA,National Recreation Area,Pacific West,TRAFFIC COUNT AT UPPER GOODELL CAMPGROUND,31DEC2016,15
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT AMERICAN CAMP,31JAN2016,4450
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT AMERICAN CAMP,29FEB2016,3414
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT AMERICAN CAMP,31MAR2016,6500
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT AMERICAN CAMP,30APR2016,6500
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT AMERICAN CAMP,31MAY2016,7783
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT AMERICAN CAMP,30JUN2016,8532
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT AMERICAN CAMP,31JUL2016,9217
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT AMERICAN CAMP,31AUG2016,6500
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT AMERICAN CAMP,30SEP2016,6750
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT AMERICAN CAMP,31OCT2016,5000
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT AMERICAN CAMP,30NOV2016,3000
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT AMERICAN CAMP,31DEC2016,4000
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT ENGLISH CAMP,31JAN2016,1980
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT ENGLISH CAMP,29FEB2016,1500
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT ENGLISH CAMP,31MAR2016,3000
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT ENGLISH CAMP,30APR2016,3000
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT ENGLISH CAMP,31MAY2016,4088
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT ENGLISH CAMP,30JUN2016,4578
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT ENGLISH CAMP,31JUL2016,5804
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT ENGLISH CAMP,31AUG2016,4000
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT ENGLISH CAMP,30SEP2016,3250
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT ENGLISH CAMP,31OCT2016,1500
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT ENGLISH CAMP,30NOV2016,750
San Juan Island NHP,SAJH,National Historical Park,Pacific West,TRAFFIC COUNT AT ENGLISH CAMP,31DEC2016,1000
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT CIRCLE X,31JAN2016,1907
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT CIRCLE X,29FEB2016,2018
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT CIRCLE X,31MAR2016,3995
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT CIRCLE X,30APR2016,3845
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT CIRCLE X,31MAY2016,3290
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT CIRCLE X,30JUN2016,3161
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT CIRCLE X,31JUL2016,2884
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT CIRCLE X,31AUG2016,3296
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT CIRCLE X,30SEP2016,2201
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT CIRCLE X,31OCT2016,654
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT CIRCLE X,30NOV2016,1537
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT CIRCLE X,31DEC2016,1866
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT FRANKLIN CANYON RANCH,31JAN2016,8572
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT FRANKLIN CANYON RANCH,29FEB2016,10499
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT FRANKLIN CANYON RANCH,31MAR2016,12055
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT FRANKLIN CANYON RANCH,30APR2016,12722
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT FRANKLIN CANYON RANCH,31MAY2016,10783
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT FRANKLIN CANYON RANCH,30JUN2016,6181
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT FRANKLIN CANYON RANCH,31JUL2016,4483
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT FRANKLIN CANYON RANCH,31AUG2016,6162
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT FRANKLIN CANYON RANCH,30SEP2016,6802
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT FRANKLIN CANYON RANCH,31OCT2016,7668
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT FRANKLIN CANYON RANCH,30NOV2016,8003
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT FRANKLIN CANYON RANCH,31DEC2016,6000
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PALO COMADO CANYON,31JAN2016,3038
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PALO COMADO CANYON,29FEB2016,3230
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PALO COMADO CANYON,31MAR2016,3250
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PALO COMADO CANYON,30APR2016,3350
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PALO COMADO CANYON,31MAY2016,3400
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PALO COMADO CANYON,30JUN2016,3249
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PALO COMADO CANYON,31JUL2016,6036
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PALO COMADO CANYON,31AUG2016,2385
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PALO COMADO CANYON,30SEP2016,699
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PALO COMADO CANYON,31OCT2016,680
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PALO COMADO CANYON,30NOV2016,2500
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PALO COMADO CANYON,31DEC2016,2224
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PARAMOUNT RANCH,31JAN2016,5689
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PARAMOUNT RANCH,29FEB2016,6995
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PARAMOUNT RANCH,31MAR2016,17704
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PARAMOUNT RANCH,30APR2016,10454
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PARAMOUNT RANCH,31MAY2016,13344
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PARAMOUNT RANCH,30JUN2016,19008
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PARAMOUNT RANCH,31JUL2016,10629
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PARAMOUNT RANCH,31AUG2016,7234
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PARAMOUNT RANCH,30SEP2016,11132
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PARAMOUNT RANCH,31OCT2016,3778
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PARAMOUNT RANCH,30NOV2016,12173
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PARAMOUNT RANCH,31DEC2016,9040
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PETER STRAUSS,31JAN2016,675
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PETER STRAUSS,29FEB2016,750
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PETER STRAUSS,31MAR2016,798
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PETER STRAUSS,30APR2016,953
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PETER STRAUSS,31MAY2016,1360
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PETER STRAUSS,30JUN2016,2678
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PETER STRAUSS,31JUL2016,1011
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PETER STRAUSS,31AUG2016,1072
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PETER STRAUSS,30SEP2016,1449
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PETER STRAUSS,31OCT2016,478
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PETER STRAUSS,30NOV2016,1262
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PETER STRAUSS,31DEC2016,983
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT RANCHO SIERRA,31JAN2016,6118
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT RANCHO SIERRA,29FEB2016,4950
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT RANCHO SIERRA,31MAR2016,5500
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT RANCHO SIERRA,30APR2016,5461
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT RANCHO SIERRA,31MAY2016,5150
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT RANCHO SIERRA,30JUN2016,6077
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT RANCHO SIERRA,31JUL2016,4319
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT RANCHO SIERRA,31AUG2016,5849
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT RANCHO SIERRA,30SEP2016,3094
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT RANCHO SIERRA,31OCT2016,4673
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT RANCHO SIERRA,30NOV2016,4352
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT RANCHO SIERRA,31DEC2016,4999
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ROCKY OAKS,31JAN2016,425
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ROCKY OAKS,29FEB2016,450
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ROCKY OAKS,31MAR2016,1156
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ROCKY OAKS,30APR2016,638
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ROCKY OAKS,31MAY2016,634
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ROCKY OAKS,30JUN2016,979
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ROCKY OAKS,31JUL2016,363
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ROCKY OAKS,31AUG2016,550
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ROCKY OAKS,30SEP2016,550
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ROCKY OAKS,31OCT2016,253
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ROCKY OAKS,30NOV2016,505
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ROCKY OAKS,31DEC2016,507
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOLSTICE CANYON,31JAN2016,3555
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOLSTICE CANYON,29FEB2016,4253
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOLSTICE CANYON,31MAR2016,4683
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOLSTICE CANYON,30APR2016,5291
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOLSTICE CANYON,31MAY2016,4997
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOLSTICE CANYON,30JUN2016,7579
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOLSTICE CANYON,31JUL2016,3541
Santa Monica Mountains NRA,SAMO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SOLSTICE CANYON,31AUG2016,5162
